         4335032 function calls (4299212 primitive calls) in 2840.405 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 urllib2.py:533(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:710(ProxyHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:753(HTTPPasswordMgr)
        1    0.003    0.003    0.017    0.017 urllib2.py:76(<module>)
        1    0.000    0.000    0.000    0.000 urllib2.py:817(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.001    0.001 urllib2.py:827(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:890(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:902(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:932(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 urlparse.py:120(SplitResult)
        1    0.000    0.000    0.000    0.000 urlparse.py:128(ParseResult)
     1426    0.001    0.000    0.006    0.000 urlparse.py:132(geturl)
    42720    0.114    0.000    0.347    0.000 urlparse.py:136(urlparse)
     2846    0.012    0.000    0.021    0.000 urlparse.py:159(_splitnetloc)
    52688    0.126    0.000    0.195    0.000 urlparse.py:167(urlsplit)
     5692    0.003    0.000    0.003    0.000 urlparse.py:205(<genexpr>)
     2848    0.004    0.000    0.011    0.000 urlparse.py:222(urlunparse)
     2848    0.007    0.000    0.007    0.000 urlparse.py:232(urlunsplit)
        1    0.000    0.000    0.003    0.003 urlparse.py:29(<module>)
      485    0.001    0.000    0.001    0.000 urlparse.py:331(<genexpr>)
      142    0.000    0.000    0.002    0.000 urlparse.py:68(clear_cache)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
     1422    0.002    0.000    0.002    0.000 urlparse.py:76(username)
        1    0.000    0.000    0.000    0.000 useful.py:2(<module>)
        1    0.000    0.000    0.000    0.000 useful.py:4(GeneralizedTime)
        1    0.000    0.000    0.000    0.000 useful.py:9(UTCTime)
        1    0.004    0.004    0.004    0.004 utf8prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 utf8prober.py:36(UTF8Prober)
     4268    0.006    0.000    0.021    0.000 utf_8.py:15(decode)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.006    0.006    0.013    0.013 util.py:4(<module>)
        1    0.000    0.000    0.000    0.000 util.py:76(find_library)
        1    0.038    0.038    0.296    0.296 utils.py:10(<module>)
     9955    0.029    0.000    0.099    0.000 utils.py:144(to_key_val_list)
     1424    0.008    0.000    0.046    0.000 utils.py:300(get_encoding_from_headers)
     1424    0.001    0.000    0.001    0.000 utils.py:338(iter_slices)
     1424    0.061    0.000    0.084    0.000 utils.py:382(unquote_unreserved)
     1424    0.004    0.000    0.096    0.000 utils.py:404(requote_uri)
     1426    0.006    0.000    1.623    0.001 utils.py:466(should_bypass_proxies)
     1426    0.004    0.000    0.010    0.000 utils.py:470(<lambda>)
     1423    0.002    0.000    0.003    0.000 utils.py:48(super_len)
        1    0.033    0.033    0.064    0.064 utils.py:5(<module>)
     1424    0.004    0.000    1.878    0.001 utils.py:511(get_environ_proxies)
        1    0.000    0.000    0.008    0.008 utils.py:519(default_user_agent)
        1    0.000    0.000    0.008    0.008 utils.py:550(default_headers)
     1422    0.008    0.000    0.024    0.000 utils.py:642(get_auth_from_url)
     7013    0.005    0.000    0.006    0.000 utils.py:655(to_native_string)
     1424    0.032    0.000    0.115    0.000 utils.py:68(get_netrc_auth)
        4    0.000    0.000    0.000    0.000 uuid.py:101(__init__)
        1    0.040    0.040    0.060    0.060 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:53(UUID)
        1    0.000    0.000    0.000    0.000 version.py:7(<module>)
        2    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        3    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
        3    0.000    0.000    0.000    0.000 warnings.py:339(__enter__)
        3    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        1    0.000    0.000    0.000    0.000 warnings.py:45(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        1    0.000    0.000    0.000    0.000 xmlreader.py:11(XMLReader)
        1    0.000    0.000    0.000    0.000 xmlreader.py:163(Locator)
        1    0.000    0.000    0.000    0.000 xmlreader.py:187(InputSource)
        1    0.029    0.029    0.029    0.029 xmlreader.py:2(<module>)
        1    0.000    0.000    0.000    0.000 xmlreader.py:276(AttributesImpl)
        1    0.000    0.000    0.000    0.000 xmlreader.py:341(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 xmlreader.py:91(IncrementalParser)
     3773    0.021    0.000    0.066    0.000 xmltodict.py:104(endElement)
     7301    0.006    0.000    0.006    0.000 xmltodict.py:130(characters)
     4459    0.015    0.000    0.040    0.000 xmltodict.py:136(push_data)
       98    0.002    0.000    0.330    0.003 xmltodict.py:155(parse)
        1    0.007    0.007    0.055    0.055 xmltodict.py:2(<module>)
        1    0.000    0.000    0.000    0.000 xmltodict.py:36(ParsingInterrupted)
        1    0.000    0.000    0.000    0.000 xmltodict.py:40(_DictSAXHandler)
       98    0.001    0.000    0.001    0.000 xmltodict.py:41(__init__)
     7546    0.002    0.000    0.002    0.000 xmltodict.py:71(_build_name)
     3773    0.017    0.000    0.100    0.000 xmltodict.py:84(_attrs_to_dict)
     3773    0.027    0.000    0.219    0.000 xmltodict.py:89(startElement)
     6027    0.004    0.000    0.004    0.000 xmltodict.py:97(<genexpr>)
        6    0.009    0.001    0.041    0.007 {__import__}
        1    0.000    0.000    0.000    0.000 {_codecs.lookup}
     4268    0.015    0.000    0.015    0.000 {_codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        2    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       38    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
     1424    0.206    0.000    0.206    0.000 {_scproxy._get_proxies}
     1426    0.355    0.000    0.355    0.000 {_scproxy._get_proxy_settings}
       15    0.128    0.009    0.128    0.009 {_socket.getaddrinfo}
     1426    1.078    0.001    1.078    0.001 {_socket.gethostbyname}
       60    0.000    0.000    0.000    0.000 {_sre.compile}
       99    0.000    0.000    0.000    0.000 {_sre.getlower}
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
        2    0.000    0.000    0.000    0.000 {_struct.unpack}
        3    0.000    0.000    0.000    0.000 {abs}
     1447    0.001    0.000    0.001    0.000 {all}
     4270    0.003    0.000    0.004    0.000 {any}
        2    0.000    0.000    0.000    0.000 {binascii.a2b_hex}
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
       98    0.000    0.000    0.000    0.000 {built-in method ParseFile}
       98    0.023    0.000    0.326    0.003 {built-in method Parse}
    48437    0.030    0.000    0.030    0.000 {built-in method __new__ of type object at 0x1001f0598}
     1424    0.003    0.000    0.003    0.000 {built-in method fromkeys}
       15    0.000    0.000    0.000    0.000 {built-in method today}
     2848    0.017    0.000    0.017    0.000 {built-in method utcnow}
    31297    0.016    0.000    0.016    0.000 {cStringIO.StringIO}
    25554    0.007    0.000    0.007    0.000 {chr}
        1    0.000    0.000    0.000    0.000 {delattr}
        1    0.000    0.000    0.000    0.000 {dir}
        1    0.000    0.000    0.000    0.000 {filter}
        1    0.000    0.000    0.000    0.000 {function seed at 0x100687938}
   118714    0.051    0.000    0.051    0.000 {getattr}
        6    0.000    0.000    0.000    0.000 {globals}
    49825    0.057    0.000    0.057    0.000 {hasattr}
      161    0.000    0.000    0.000    0.000 {hash}
   131945    0.099    0.000    0.244    0.000 {isinstance}
    71/32    0.000    0.000    0.001    0.000 {issubclass}
     2848    0.001    0.000    0.001    0.000 {iter}
202729/202431    0.035    0.000    0.035    0.000 {len}
    19930    0.055    0.000    0.055    0.000 {map}
        1    0.000    0.000    0.000    0.000 {math.exp}
        2    0.000    0.000    0.000    0.000 {math.log}
       50    0.000    0.000    0.000    0.000 {math.sqrt}
     2914    0.001    0.000    0.001    0.000 {max}
       25    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       37    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       17    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
    17117    0.018    0.000    0.018    0.000 {method 'acquire' of 'thread.lock' objects}
      170    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
   143992    0.036    0.000    0.036    0.000 {method 'append' of 'list' objects}
      144    0.001    0.000    0.001    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of 'file' objects}
       15    0.355    0.024    0.355    0.024 {method 'connect' of '_socket.socket' objects}
       75    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
     2665    0.002    0.000    0.002    0.000 {method 'count' of 'str' objects}
     4270    0.012    0.000    0.036    0.000 {method 'decode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       15    1.099    0.073    1.099    0.073 {method 'do_handshake' of 'OpenSSL.SSL.Connection' objects}
     1427    0.005    0.000    0.007    0.000 {method 'encode' of 'str' objects}
11326/7060    0.020    0.000    0.079    0.000 {method 'encode' of 'unicode' objects}
      196    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
    28459    0.018    0.000    0.018    0.000 {method 'endswith' of 'str' objects}
     7160    0.007    0.000    0.007    0.000 {method 'extend' of 'list' objects}
     1424    0.001    0.000    0.001    0.000 {method 'fileno' of '_socket.socket' objects}
    88045    0.072    0.000    0.072    0.000 {method 'find' of 'str' objects}
     4266    0.003    0.000    0.003    0.000 {method 'find' of 'unicode' objects}
     3117    0.005    0.000    0.005    0.000 {method 'format' of 'str' objects}
   183132    0.066    0.000    0.066    0.000 {method 'get' of 'dict' objects}
       15    0.000    0.000    0.000    0.000 {method 'get_data' of 'X509Extension' objects}
      135    0.001    0.000    0.001    0.000 {method 'get_extension' of 'X509' objects}
       15    0.000    0.000    0.000    0.000 {method 'get_extension_count' of 'X509' objects}
       15    0.000    0.000    0.000    0.000 {method 'get_peer_certificate' of 'OpenSSL.SSL.Connection' objects}
      135    0.000    0.000    0.000    0.000 {method 'get_short_name' of 'X509Extension' objects}
       15    0.000    0.000    0.000    0.000 {method 'get_subject' of 'X509' objects}
     2862    0.002    0.000    0.002    0.000 {method 'group' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
     2650    0.002    0.000    0.002    0.000 {method 'index' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
    24164    0.006    0.000    0.006    0.000 {method 'isalnum' of 'str' objects}
       25    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
    79706    0.013    0.000    0.013    0.000 {method 'isspace' of 'str' objects}
    47022    0.020    0.000    0.020    0.000 {method 'items' of 'dict' objects}
     2848    0.001    0.000    0.001    0.000 {method 'itervalues' of 'dict' objects}
66787/62517    0.121    0.000    1.349    0.000 {method 'join' of 'str' objects}
    18503    0.007    0.000    0.007    0.000 {method 'keys' of 'dict' objects}
       15    0.169    0.011    0.169    0.011 {method 'load_verify_locations' of 'OpenSSL.SSL.Context' objects}
   444654    0.219    0.000    0.219    0.000 {method 'lower' of 'str' objects}
     1422    0.002    0.000    0.002    0.000 {method 'lower' of 'unicode' objects}
    17099    0.005    0.000    0.005    0.000 {method 'lstrip' of 'str' objects}
     5910    0.013    0.000    0.013    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
     2854    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
     8971    0.004    0.000    0.004    0.000 {method 'pop' of 'list' objects}
    25501    0.019    0.000    0.019    0.000 {method 'read' of 'cStringIO.StringO' objects}
        1    0.007    0.007    0.007    0.007 {method 'read' of 'file' objects}
    22755    0.016    0.000    0.016    0.000 {method 'readline' of 'cStringIO.StringO' objects}
     5745 2828.511    0.492 2828.511    0.492 {method 'recv' of 'OpenSSL.SSL.Connection' objects}
    14258    0.006    0.000    0.006    0.000 {method 'release' of 'thread.lock' objects}
      126    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       39    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
     1443    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
     9998    0.007    0.000    0.007    0.000 {method 'rfind' of 'str' objects}
    38474    0.028    0.000    0.028    0.000 {method 'rstrip' of 'str' objects}
    34355    0.039    0.000    0.039    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
    58270    0.034    0.000    0.034    0.000 {method 'seek' of 'cStringIO.StringO' objects}
     1424    0.079    0.000    0.079    0.000 {method 'sendall' of 'OpenSSL.SSL.Connection' objects}
       15    0.000    0.000    0.000    0.000 {method 'set_cipher_list' of 'OpenSSL.SSL.Context' objects}
       15    0.000    0.000    0.000    0.000 {method 'set_connect_state' of 'OpenSSL.SSL.Connection' objects}
       15    0.000    0.000    0.000    0.000 {method 'set_options' of 'OpenSSL.SSL.Context' objects}
       15    0.000    0.000    0.000    0.000 {method 'set_tlsext_host_name' of 'OpenSSL.SSL.Connection' objects}
       15    0.000    0.000    0.000    0.000 {method 'set_verify' of 'OpenSSL.SSL.Context' objects}
    23945    0.010    0.000    0.010    0.000 {method 'setdefault' of 'dict' objects}
       15    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
     1439    0.007    0.000    0.007    0.000 {method 'settimeout' of '_socket.socket' objects}
       14    0.001    0.000    0.001    0.000 {method 'shutdown' of 'OpenSSL.SSL.Connection' objects}
    17078    0.014    0.000    0.017    0.000 {method 'sort' of 'list' objects}
    24221    0.059    0.000    0.059    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
    12838    0.024    0.000    0.024    0.000 {method 'split' of 'str' objects}
     3333    0.006    0.000    0.006    0.000 {method 'split' of 'unicode' objects}
    45723    0.031    0.000    0.031    0.000 {method 'startswith' of 'str' objects}
     1422    0.002    0.000    0.002    0.000 {method 'startswith' of 'unicode' objects}
    40589    0.021    0.000    0.021    0.000 {method 'strip' of 'str' objects}
     3626    0.001    0.000    0.001    0.000 {method 'strip' of 'unicode' objects}
    35598    0.073    0.000    0.073    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
    34142    0.006    0.000    0.006    0.000 {method 'tell' of 'cStringIO.StringO' objects}
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'array.array' objects}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        4    0.000    0.000    0.000    0.000 {method 'tostring' of 'array.array' objects}
        5    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
     1456    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
     7231    0.004    0.000    0.004    0.000 {method 'upper' of 'str' objects}
     8538    0.004    0.000    0.004    0.000 {method 'values' of 'dict' objects}
    28397    0.060    0.000    0.060    0.000 {method 'write' of 'cStringIO.StringO' objects}
      637    0.003    0.000    0.003    0.000 {method 'write' of 'file' objects}
     9539    0.006    0.000    0.006    0.000 {min}
        1    0.005    0.005    0.005    0.005 {open}
       19    0.000    0.000    0.000    0.000 {operator.getitem}
      877    0.000    0.000    0.000    0.000 {ord}
        1    0.000    0.000    0.000    0.000 {posix.popen}
     2867    0.029    0.000    0.029    0.000 {posix.stat}
        3    0.000    0.000    0.000    0.000 {posix.uname}
        1    0.000    0.000    0.000    0.000 {posix.urandom}
       98    0.001    0.000    0.001    0.000 {pyexpat.ParserCreate}
     2977    0.004    0.000    0.004    0.000 {range}
        4    0.000    0.000    0.000    0.000 {repr}
     1409    0.012    0.000    0.022    0.000 {select.select}
      405    0.000    0.000    0.000    0.000 {setattr}
        5    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 {sys.getdlopenflags}
        2    0.000    0.000    0.000    0.000 {sys.setdlopenflags}
     4280    0.004    0.000    0.004    0.000 {thread.allocate_lock}
    37052    0.008    0.000    0.008    0.000 {thread.get_ident}
     7125    0.004    0.000    0.004    0.000 {time.time}
        2    0.000    0.000    0.000    0.000 {unichr}
     3774    0.003    0.000    0.003    0.000 {zip}


